cell,variant,replica,completed,delivered_bytes,fct_us,goodput_bps,retransmits,rto_events,drops,ce_marks,qdelay_p50_us,qdelay_p95_us,qdelay_p99_us
rtt5_loss0_bw10,cubicref,2,true,4194304,5428528,772641,5148,8,2392,0,3008,3008,3008
rtt5_loss0_bw10,newrenoref,0,true,4194304,5429476,772506,3824,8,1936,0,3008,3008,3008
rtt5_loss0_bw10,newrenoref,1,true,4194304,5429476,772506,3824,8,1936,0,3008,3008,3008
rtt5_loss0_bw10,newrenoref,2,true,4194304,5429476,772506,3824,8,1936,0,3008,3008,3008
rtt5_loss0_bw100,edgecc,0,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc,1,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc,2,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_no_prand,0,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_no_prand,1,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_no_prand,2,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_loss_blind,0,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_loss_blind,1,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_loss_blind,2,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,edgecc_prior,0,true,4194304,1109363,3780821,264,1,238,0,117,3956,3960
rtt5_loss0_bw100,edgecc_prior,1,true,4194304,1109363,3780821,264,1,238,0,117,3956,3960
rtt5_loss0_bw100,edgecc_prior,2,true,4194304,1109363,3780821,264,1,238,0,117,3956,3960
rtt5_loss0_bw100,bbr3ref,0,true,4194304,14611042,287063,33185,35,2169,0,3956,3956,3958
rtt5_loss0_bw100,bbr3ref,1,true,4194304,14611042,287063,33185,35,2169,0,3956,3956,3958
rtt5_loss0_bw100,bbr3ref,2,true,4194304,14611042,287063,33185,35,2169,0,3956,3956,3958
rtt5_loss0_bw100,lossblindref,0,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,lossblindref,1,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,lossblindref,2,true,4194304,1006353,4167825,161,1,147,0,576,3956,3960
rtt5_loss0_bw100,cubicref,0,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss0_bw100,cubicref,1,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss0_bw100,cubicref,2,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss0_bw100,newrenoref,0,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss0_bw100,newrenoref,1,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss0_bw100,newrenoref,2,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss0_bw1000,edgecc,0,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc,1,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc,2,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_no_prand,0,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_no_prand,1,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_no_prand,2,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_loss_blind,0,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_loss_blind,1,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_loss_blind,2,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,edgecc_prior,0,true,4194304,45415,92355036,198,0,198,0,2711,4100,4103
rtt5_loss0_bw1000,edgecc_prior,1,true,4194304,45415,92355036,198,0,198,0,2711,4100,4103
rtt5_loss0_bw1000,edgecc_prior,2,true,4194304,45415,92355036,198,0,198,0,2711,4100,4103
rtt5_loss0_bw1000,bbr3ref,0,true,4194304,2209872,1897985,5236,4,2119,0,4104,4104,4104
rtt5_loss0_bw1000,bbr3ref,1,true,4194304,2209872,1897985,5236,4,2119,0,4104,4104,4104
rtt5_loss0_bw1000,bbr3ref,2,true,4194304,2209872,1897985,5236,4,2119,0,4104,4104,4104
rtt5_loss0_bw1000,lossblindref,0,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,lossblindref,1,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,lossblindref,2,true,4194304,98503,42580469,0,0,0,0,12,12,12
rtt5_loss0_bw1000,cubicref,0,true,4194304,1004012,4177543,670,1,670,0,3524,4100,4100
rtt5_loss0_bw1000,cubicref,1,true,4194304,1004012,4177543,670,1,670,0,3524,4100,4100
rtt5_loss0_bw1000,cubicref,2,true,4194304,1004012,4177543,670,1,670,0,3524,4100,4100
rtt5_loss0_bw1000,newrenoref,0,true,4194304,1004012,4177543,670,1,670,0,3524,4100,4100
rtt5_loss0_bw1000,newrenoref,1,true,4194304,1004012,4177543,670,1,670,0,3524,4100,4100
rtt5_loss0_bw1000,newrenoref,2,true,4194304,1004012,4177543,670,1,670,0,3524,4100,4100
rtt5_loss0.1_bw10,edgecc,0,true,4194304,3970464,1056376,730,0,730,0,3008,3121,3504
rtt5_loss0.1_bw10,edgecc,1,true,4194304,4383250,956893,785,3,782,0,2738,3136,3504
rtt5_loss0.1_bw10,edgecc,2,true,4194304,4146816,1011451,745,1,745,0,3008,3136,3504
rtt5_loss0.1_bw10,edgecc_no_prand,0,true,4194304,3970464,1056376,730,0,730,0,3008,3121,3504
rtt5_loss0.1_bw10,edgecc_no_prand,1,true,4194304,4383250,956893,785,3,782,0,2738,3136,3504
rtt5_loss0.1_bw10,edgecc_no_prand,2,true,4194304,4146816,1011451,745,1,745,0,3008,3136,3504
rtt5_loss0.1_bw10,edgecc_loss_blind,0,true,4194304,3970464,1056376,730,0,730,0,3008,3121,3504
rtt5_loss0.1_bw10,edgecc_loss_blind,1,true,4194304,4383250,956893,785,3,782,0,2738,3136,3504
rtt5_loss0.1_bw10,edgecc_loss_blind,2,true,4194304,4146816,1011451,745,1,745,0,3008,3136,3504
rtt5_loss0.1_bw10,edgecc_prior,0,true,4194304,5520355,759788,873,3,871,0,2768,3136,3504
rtt5_loss0.1_bw10,edgecc_prior,1,true,4194304,5003114,838338,803,3,797,0,2688,3136,3504
rtt5_loss0.1_bw10,edgecc_prior,2,true,4194304,5170792,811153,799,4,793,0,2688,3136,3504
rtt5_loss0.1_bw10,bbr3ref,0,true,4194304,5806336,722366,1081,11,756,0,3008,3008,3008
rtt5_loss0.1_bw10,bbr3ref,1,true,4194304,5806336,722366,1111,11,787,0,3008,3008,3008
rtt5_loss0.1_bw10,bbr3ref,2,true,4194304,5806336,722366,1127,11,804,0,3008,3008,3008
rtt5_loss0.1_bw10,lossblindref,0,true,4194304,3970464,1056376,730,0,730,0,3008,3121,3504
rtt5_loss0.1_bw10,lossblindref,1,true,4194304,4383250,956893,785,3,782,0,2738,3136,3504
rtt5_loss0.1_bw10,lossblindref,2,true,4194304,4146816,1011451,745,1,745,0,3008,3136,3504
rtt5_loss0.1_bw10,cubicref,0,true,4194304,5429476,772506,5149,8,2384,0,3008,3008,3008
rtt5_loss0.1_bw10,cubicref,1,true,4194304,5428528,772641,5148,8,2392,0,3008,3008,3008
rtt5_loss0.1_bw10,cubicref,2,true,4194304,5428386,772661,5149,8,2396,0,3008,3008,3008
rtt5_loss0.1_bw10,newrenoref,0,true,4194304,5429476,772506,3820,8,1931,0,3008,3008,3008
rtt5_loss0.1_bw10,newrenoref,1,true,4194304,5435536,771644,4095,8,2075,0,3008,3008,3008
rtt5_loss0.1_bw10,newrenoref,2,true,4194304,5429476,772506,3796,8,1920,0,3008,3008,3008
rtt5_loss0.1_bw100,edgecc,0,true,4194304,1005031,4173308,243,1,235,0,3840,3956,3966
rtt5_loss0.1_bw100,edgecc,1,true,4194304,431388,9722811,199,0,199,0,3706,3956,3960
rtt5_loss0.1_bw100,edgecc,2,true,4194304,1005683,4170602,110,1,100,0,117,3956,3956
rtt5_loss0.1_bw100,edgecc_no_prand,0,true,4194304,1005031,4173308,243,1,235,0,3840,3956,3966
rtt5_loss0.1_bw100,edgecc_no_prand,1,true,4194304,431388,9722811,199,0,199,0,3706,3956,3960
rtt5_loss0.1_bw100,edgecc_no_prand,2,true,4194304,1005683,4170602,110,1,100,0,117,3956,3956
rtt5_loss0.1_bw100,edgecc_loss_blind,0,true,4194304,1005031,4173308,243,1,235,0,3840,3956,3966
rtt5_loss0.1_bw100,edgecc_loss_blind,1,true,4194304,431388,9722811,199,0,199,0,3706,3956,3960
rtt5_loss0.1_bw100,edgecc_loss_blind,2,true,4194304,1005683,4170602,110,1,100,0,117,3956,3956
rtt5_loss0.1_bw100,edgecc_prior,0,true,4194304,1110168,3778080,267,1,242,0,117,3956,3960
rtt5_loss0.1_bw100,edgecc_prior,1,true,4194304,1109518,3780293,264,1,240,0,117,3956,3960
rtt5_loss0.1_bw100,edgecc_prior,2,true,4194304,1404117,2987147,203,2,176,0,117,3956,3956
rtt5_loss0.1_bw100,bbr3ref,0,true,4194304,14611042,287063,33185,35,2169,0,3956,3956,3958
rtt5_loss0.1_bw100,bbr3ref,1,true,4194304,14611042,287063,33196,35,2159,0,3956,3956,3958
rtt5_loss0.1_bw100,bbr3ref,2,true,4194304,14611042,287063,33208,35,2166,0,3956,3956,3958
rtt5_loss0.1_bw100,lossblindref,0,true,4194304,1005031,4173308,243,1,235,0,3840,3956,3966
rtt5_loss0.1_bw100,lossblindref,1,true,4194304,431388,9722811,199,0,199,0,3706,3956,3960
rtt5_loss0.1_bw100,lossblindref,2,true,4194304,1005683,4170602,110,1,100,0,117,3956,3956
rtt5_loss0.1_bw100,cubicref,0,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss0.1_bw100,cubicref,1,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss0.1_bw100,cubicref,2,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss0.1_bw100,newrenoref,0,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss0.1_bw100,newrenoref,1,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss0.1_bw100,newrenoref,2,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss0.1_bw1000,edgecc,0,true,4194304,113454,36969203,4,0,4,0,12,12,12
rtt5_loss0.1_bw1000,edgecc,1,true,4194304,139263,30117863,5,0,5,0,12,12,12
rtt5_loss0.1_bw1000,edgecc,2,true,4194304,114710,36564414,3,0,3,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_no_prand,0,true,4194304,113454,36969203,4,0,4,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_no_prand,1,true,4194304,139263,30117863,5,0,5,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_no_prand,2,true,4194304,114710,36564414,3,0,3,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_loss_blind,0,true,4194304,113454,36969203,4,0,4,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_loss_blind,1,true,4194304,139263,30117863,5,0,5,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_loss_blind,2,true,4194304,114710,36564414,3,0,3,0,12,12,12
rtt5_loss0.1_bw1000,edgecc_prior,0,true,4194304,1004022,4177502,264,1,263,0,2712,4103,4104
rtt5_loss0.1_bw1000,edgecc_prior,1,true,4194304,1004022,4177502,108,1,108,0,1990,4096,4102
rtt5_loss0.1_bw1000,edgecc_prior,2,true,4194304,46402,90390586,180,0,180,0,2207,4104,4104
rtt5_loss0.1_bw1000,bbr3ref,0,true,4194304,2209872,1897985,5236,4,2119,0,4104,4104,4104
rtt5_loss0.1_bw1000,bbr3ref,1,true,4194304,2209786,1898058,5202,4,2119,0,4104,4104,4104
rtt5_loss0.1_bw1000,bbr3ref,2,true,4194304,2209872,1897985,5236,4,2119,0,4104,4104,4104
rtt5_loss0.1_bw1000,lossblindref,0,true,4194304,113454,36969203,4,0,4,0,12,12,12
rtt5_loss0.1_bw1000,lossblindref,1,true,4194304,139263,30117863,5,0,5,0,12,12,12
rtt5_loss0.1_bw1000,lossblindref,2,true,4194304,114710,36564414,3,0,3,0,12,12,12
rtt5_loss0.1_bw1000,cubicref,0,true,4194304,1069979,3919987,1359,1,1023,0,2096,4100,4100
rtt5_loss0.1_bw1000,cubicref,1,true,4194304,1412108,2970243,3302,2,1931,0,2116,4096,4096
rtt5_loss0.1_bw1000,cubicref,2,true,4194304,1404012,2987370,2447,2,1479,0,422,4095,4095
rtt5_loss0.1_bw1000,newrenoref,0,true,4194304,1069547,3921570,1349,1,1017,0,2108,4100,4100
rtt5_loss0.1_bw1000,newrenoref,1,true,4194304,1412112,2970234,2686,2,1695,0,2538,4098,4100
rtt5_loss0.1_bw1000,newrenoref,2,true,4194304,1404012,2987370,2425,2,1470,0,434,4100,4100
rtt5_loss1_bw10,edgecc,0,true,4194304,4557161,920376,618,7,603,0,1168,3136,3504
rtt5_loss1_bw10,edgecc,1,true,4194304,4769546,879392,605,7,593,0,2032,3121,3504
rtt5_loss1_bw10,edgecc,2,true,4194304,5026935,834366,553,10,532,0,1168,3008,3504
rtt5_loss1_bw10,edgecc_no_prand,0,true,4194304,4557161,920376,618,7,603,0,1168,3136,3504
rtt5_loss1_bw10,edgecc_no_prand,1,true,4194304,4769546,879392,605,7,593,0,2032,3121,3504
rtt5_loss1_bw10,edgecc_no_prand,2,true,4194304,5026935,834366,553,10,532,0,1168,3008,3504
rtt5_loss1_bw10,edgecc_loss_blind,0,true,4194304,4557161,920376,618,7,603,0,1168,3136,3504
rtt5_loss1_bw10,edgecc_loss_blind,1,true,4194304,4769546,879392,605,7,593,0,2032,3121,3504
rtt5_loss1_bw10,edgecc_loss_blind,2,true,4194304,5026935,834366,553,10,532,0,1168,3008,3504
rtt5_loss1_bw10,edgecc_prior,0,true,4194304,5393067,777721,693,8,676,0,2242,3136,3504
rtt5_loss1_bw10,edgecc_prior,1,true,4194304,5902039,710653,696,9,677,0,2032,3136,3504
rtt5_loss1_bw10,edgecc_prior,2,true,4194304,5313522,789364,758,6,746,0,2400,3136,3504
rtt5_loss1_bw10,bbr3ref,0,true,4194304,5806336,722366,886,11,556,0,3008,3008,3008
rtt5_loss1_bw10,bbr3ref,1,true,4194304,5806336,722366,890,11,558,0,3008,3008,3008
rtt5_loss1_bw10,bbr3ref,2,true,4194304,6607504,634778,672,10,374,0,3008,3008,3008
rtt5_loss1_bw10,lossblindref,0,true,4194304,4557161,920376,618,7,603,0,1168,3136,3504
rtt5_loss1_bw10,lossblindref,1,true,4194304,4769546,879392,605,7,593,0,2032,3121,3504
rtt5_loss1_bw10,lossblindref,2,true,4194304,5026935,834366,553,10,532,0,1168,3008,3504
rtt5_loss1_bw10,cubicref,0,true,4194304,5429696,772474,5178,8,2390,0,3008,3008,3008
rtt5_loss1_bw10,cubicref,1,true,4194304,5429696,772474,5163,8,2383,0,3008,3008,3008
rtt5_loss1_bw10,cubicref,2,true,4194304,5430864,772308,5189,8,2381,0,3008,3008,3008
rtt5_loss1_bw10,newrenoref,0,true,4194304,8233200,509437,4262,8,2148,0,3008,3008,3008
rtt5_loss1_bw10,newrenoref,1,true,4194304,5835536,718752,3728,8,1872,0,3008,3008,3008
rtt5_loss1_bw10,newrenoref,2,true,4194304,5415344,774522,3975,7,2175,0,3008,3008,3008
rtt5_loss1_bw100,edgecc,0,true,4194304,1005665,4170677,112,1,102,0,117,3956,3956
rtt5_loss1_bw100,edgecc,1,true,4194304,1004987,4173490,117,1,111,0,117,3956,3956
rtt5_loss1_bw100,edgecc,2,true,4194304,1004117,4177106,63,1,62,0,117,3956,3956
rtt5_loss1_bw100,edgecc_no_prand,0,true,4194304,1005665,4170677,112,1,102,0,117,3956,3956
rtt5_loss1_bw100,edgecc_no_prand,1,true,4194304,1004987,4173490,117,1,111,0,117,3956,3956
rtt5_loss1_bw100,edgecc_no_prand,2,true,4194304,1004117,4177106,63,1,62,0,117,3956,3956
rtt5_loss1_bw100,edgecc_loss_blind,0,true,4194304,1005665,4170677,112,1,102,0,117,3956,3956
rtt5_loss1_bw100,edgecc_loss_blind,1,true,4194304,1004987,4173490,117,1,111,0,117,3956,3956
rtt5_loss1_bw100,edgecc_loss_blind,2,true,4194304,1004117,4177106,63,1,62,0,117,3956,3956
rtt5_loss1_bw100,edgecc_prior,0,true,4194304,1404272,2986817,192,2,171,0,117,3956,3956
rtt5_loss1_bw100,edgecc_prior,1,true,4194304,1804329,2324578,309,3,264,0,1239,3956,3956
rtt5_loss1_bw100,edgecc_prior,2,true,4194304,1404117,2987147,220,2,199,0,117,3956,3956
rtt5_loss1_bw100,bbr3ref,0,true,4194304,14611159,287061,33257,35,2157,0,3956,3956,3958
rtt5_loss1_bw100,bbr3ref,1,true,4194304,15010925,279416,33231,35,2156,0,3956,3956,3958
rtt5_loss1_bw100,bbr3ref,2,true,4194304,14611393,287057,33323,35,2136,0,3956,3956,3956
rtt5_loss1_bw100,lossblindref,0,true,4194304,1005665,4170677,112,1,102,0,117,3956,3956
rtt5_loss1_bw100,lossblindref,1,true,4194304,1004987,4173490,117,1,111,0,117,3956,3956
rtt5_loss1_bw100,lossblindref,2,true,4194304,1004117,4177106,63,1,62,0,117,3956,3956
rtt5_loss1_bw100,cubicref,0,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss1_bw100,cubicref,1,true,4194304,2266963,1850186,6934,4,2594,0,3889,3956,3973
rtt5_loss1_bw100,cubicref,2,true,4194304,2604117,1610643,6935,5,2594,0,3889,3956,3973
rtt5_loss1_bw100,newrenoref,0,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss1_bw100,newrenoref,1,true,4194304,2266569,1850507,6873,4,2582,0,3882,3958,3973
rtt5_loss1_bw100,newrenoref,2,true,4194304,2604117,1610643,6874,5,2582,0,3882,3958,3973
rtt5_loss1_bw1000,edgecc,0,true,4194304,154655,27120390,26,0,26,0,12,12,12
rtt5_loss1_bw1000,edgecc,1,true,4194304,201326,20833394,34,0,34,0,12,12,12
rtt5_loss1_bw1000,edgecc,2,true,4194304,182709,22956198,31,0,31,0,12,12,12
rtt5_loss1_bw1000,edgecc_no_prand,0,true,4194304,154655,27120390,26,0,26,0,12,12,12
rtt5_loss1_bw1000,edgecc_no_prand,1,true,4194304,201326,20833394,34,0,34,0,12,12,12
rtt5_loss1_bw1000,edgecc_no_prand,2,true,4194304,182709,22956198,31,0,31,0,12,12,12
rtt5_loss1_bw1000,edgecc_loss_blind,0,true,4194304,154655,27120390,26,0,26,0,12,12,12
rtt5_loss1_bw1000,edgecc_loss_blind,1,true,4194304,201326,20833394,34,0,34,0,12,12,12
rtt5_loss1_bw1000,edgecc_loss_blind,2,true,4194304,182709,22956198,31,0,31,0,12,12,12
rtt5_loss1_bw1000,edgecc_prior,0,true,4194304,1004960,4173602,269,1,189,0,2336,4100,4104
rtt5_loss1_bw1000,edgecc_prior,1,true,4194304,1004276,4176445,204,1,181,0,3322,4100,4102
rtt5_loss1_bw1000,edgecc_prior,2,true,4194304,1004600,4175098,238,1,188,0,2446,4100,4104
rtt5_loss1_bw1000,bbr3ref,0,true,4194304,2209786,1898058,5202,4,2119,0,4104,4104,4104
rtt5_loss1_bw1000,bbr3ref,1,true,4194304,2209786,1898058,5202,4,2119,0,4104,4104,4104
rtt5_loss1_bw1000,bbr3ref,2,true,4194304,2604012,1610708,5203,5,2119,0,4104,4104,4104
rtt5_loss1_bw1000,lossblindref,0,true,4194304,154655,27120390,26,0,26,0,12,12,12
rtt5_loss1_bw1000,lossblindref,1,true,4194304,201326,20833394,34,0,34,0,12,12,12
rtt5_loss1_bw1000,lossblindref,2,true,4194304,182709,22956198,31,0,31,0,12,12,12
rtt5_loss1_bw1000,cubicref,0,true,4194304,1429331,2934452,2886,2,1700,0,438,4098,4098
rtt5_loss1_bw1000,cubicref,1,true,4194304,2233869,1877596,3313,3,1933,0,1720,4096,4096
rtt5_loss1_bw1000,cubicref,2,true,4194304,1430329,2932405,3070,2,1802,0,914,4094,4094
rtt5_loss1_bw1000,newrenoref,0,true,4194304,1429325,2934464,2844,2,1680,0,472,4096,4096
rtt5_loss1_bw1000,newrenoref,1,true,4194304,1433067,2926802,3177,2,1870,0,1746,4098,4098
rtt5_loss1_bw1000,newrenoref,2,true,4194304,1429343,2934427,3035,2,1771,0,945,4101,4101
rtt5_loss3_bw10,edgecc,0,true,4194304,6203850,676080,485,13,455,0,1168,3008,3504
rtt5_loss3_bw10,edgecc,1,true,4194304,5649484,742422,532,13,502,0,1168,3008,3504
rtt5_loss3_bw10,edgecc,2,true,4194304,6266566,669314,534,16,499,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_no_prand,0,true,4194304,6203850,676080,485,13,455,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_no_prand,1,true,4194304,5649484,742422,532,13,502,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_no_prand,2,true,4194304,6266566,669314,534,16,499,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_loss_blind,0,true,4194304,6203850,676080,485,13,455,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_loss_blind,1,true,4194304,5649484,742422,532,13,502,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_loss_blind,2,true,4194304,6266566,669314,534,16,499,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_prior,0,true,4194304,6333655,662224,542,14,510,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_prior,1,true,4194304,5649484,742422,526,13,496,0,1168,3008,3504
rtt5_loss3_bw10,edgecc_prior,2,true,4194304,6421051,653211,468,16,430,0,1168,3008,3504
rtt5_loss3_bw10,bbr3ref,0,true,4194304,8606336,487350,615,9,361,0,3008,3008,3008
rtt5_loss3_bw10,bbr3ref,1,true,4194304,6607504,634778,712,11,364,0,3008,3008,3008
rtt5_loss3_bw10,bbr3ref,2,true,4194304,5805168,722512,775,12,431,0,3008,3008,3008
rtt5_loss3_bw10,lossblindref,0,true,4194304,6203850,676080,485,13,455,0,1168,3008,3504
rtt5_loss3_bw10,lossblindref,1,true,4194304,5649484,742422,532,13,502,0,1168,3008,3504
rtt5_loss3_bw10,lossblindref,2,true,4194304,6266566,669314,534,16,499,0,1168,3008,3504
rtt5_loss3_bw10,cubicref,0,true,4194304,5432032,772142,5236,8,2414,0,3008,3008,3008
rtt5_loss3_bw10,cubicref,1,true,4194304,5432032,772142,5198,8,2376,0,3008,3008,3008
rtt5_loss3_bw10,cubicref,2,true,4194304,5805168,722512,5269,9,2422,0,3008,3008,3008
rtt5_loss3_bw10,newrenoref,0,true,4194304,5435536,771644,4231,8,2091,0,3008,3008,3008
rtt5_loss3_bw10,newrenoref,1,true,4194304,5434368,771810,4306,8,2130,0,3008,3008,3037
rtt5_loss3_bw10,newrenoref,2,true,4194304,8605168,487416,4343,9,2155,0,3008,3008,3168
rtt5_loss3_bw100,edgecc,0,true,4194304,1004117,4177106,90,1,89,0,117,858,1719
rtt5_loss3_bw100,edgecc,1,true,4194304,1004690,4174724,127,1,123,0,149,3956,3956
rtt5_loss3_bw100,edgecc,2,true,4194304,1020766,4108976,110,1,98,0,117,434,1517
rtt5_loss3_bw100,edgecc_no_prand,0,true,4194304,1004117,4177106,90,1,89,0,117,858,1719
rtt5_loss3_bw100,edgecc_no_prand,1,true,4194304,1004690,4174724,127,1,123,0,149,3956,3956
rtt5_loss3_bw100,edgecc_no_prand,2,true,4194304,1020766,4108976,110,1,98,0,117,434,1517
rtt5_loss3_bw100,edgecc_loss_blind,0,true,4194304,1004117,4177106,90,1,89,0,117,858,1719
rtt5_loss3_bw100,edgecc_loss_blind,1,true,4194304,1004690,4174724,127,1,123,0,149,3956,3956
rtt5_loss3_bw100,edgecc_loss_blind,2,true,4194304,1020766,4108976,110,1,98,0,117,434,1517
rtt5_loss3_bw100,edgecc_prior,0,true,4194304,1022936,4100260,177,1,162,0,117,3956,3956
rtt5_loss3_bw100,edgecc_prior,1,true,4194304,1404212,2986944,173,2,150,0,117,3956,3956
rtt5_loss3_bw100,edgecc_prior,2,true,4194304,1804117,2324851,226,3,200,0,117,3956,3956
rtt5_loss3_bw100,bbr3ref,0,true,4194304,15404117,272284,33427,36,2102,0,3956,3956,3956
rtt5_loss3_bw100,bbr3ref,1,true,4194304,8604117,487476,9982,20,1188,0,3956,3956,3956
rtt5_loss3_bw100,bbr3ref,2,true,4194304,6604117,635104,5202,15,873,0,3956,3956,3956
rtt5_loss3_bw100,lossblindref,0,true,4194304,1004117,4177106,90,1,89,0,117,858,1719
rtt5_loss3_bw100,lossblindref,1,true,4194304,1004690,4174724,127,1,123,0,149,3956,3956
rtt5_loss3_bw100,lossblindref,2,true,4194304,1020766,4108976,110,1,98,0,117,434,1517
